index,search_text,price,price_amount,title,link
Mobiltherm 605,Mobiltherm 605,₹185.112,Kg,Mobiltherm 605,https://www.indiamart.com/proddetail/mobiltherm-605-20657355491.html?pos=3&kwd=mobiltherm%20605&tags=A||||8038.904|Price|product
