,Commodity,price_info,full_name,price,price_units,Year,price_desc
163,Feldspar and Nepheline Syenite,Feldspar,Feldspar and Nepheline Syenite Feldspar,108,dt,2020,"Price, average value, dollars per ton: Feldspar only, marketable production. Data are estimated for the most recent year."
164,Feldspar and Nepheline Syenite,Feldspar,Feldspar and Nepheline Syenite Feldspar,110,dt,2021,"Price, average value, dollars per ton: Feldspar only, marketable production. Data are estimated for the most recent year."
165,Feldspar and Nepheline Syenite,Nepheline_syenite,Feldspar and Nepheline Syenite Nepheline_syenite,61,dt,2017,"Price, average value, dollars per ton: Nepheline syenite, average unit value of imports. Data are estimated for the most recent year."
166,Feldspar and Nepheline Syenite,Nepheline_syenite,Feldspar and Nepheline Syenite Nepheline_syenite,76,dt,2018,"Price, average value, dollars per ton: Nepheline syenite, average unit value of imports. Data are estimated for the most recent year."
167,Feldspar and Nepheline Syenite,Nepheline_syenite,Feldspar and Nepheline Syenite Nepheline_syenite,156,dt,2019,"Price, average value, dollars per ton: Nepheline syenite, average unit value of imports. Data are estimated for the most recent year."
168,Feldspar and Nepheline Syenite,Nepheline_syenite,Feldspar and Nepheline Syenite Nepheline_syenite,163,dt,2020,"Price, average value, dollars per ton: Nepheline syenite, average unit value of imports. Data are estimated for the most recent year."
169,Feldspar and Nepheline Syenite,Nepheline_syenite,Feldspar and Nepheline Syenite Nepheline_syenite,170,dt,2021,"Price, average value, dollars per ton: Nepheline syenite, average unit value of imports. Data are estimated for the most recent year."
170,Iron Ore,,Iron Ore ,78.54,dt,2017,"Price: Average value reported by mines, dollars per ton. Data are estimated for the most recent year."
171,Iron Ore,,Iron Ore ,93.0,dt,2018,"Price: Average value reported by mines, dollars per ton. Data are estimated for the most recent year."
172,Iron Ore,,Iron Ore ,92.94,dt,2019,"Price: Average value reported by mines, dollars per ton. Data are estimated for the most recent year."
173,Iron Ore,,Iron Ore ,91.27,dt,2020,"Price: Average value reported by mines, dollars per ton. Data are estimated for the most recent year."
174,Iron Ore,,Iron Ore ,94.0,dt,2021,"Price: Average value reported by mines, dollars per ton. Data are estimated for the most recent year."
175,Iron Oxide Pigments,,Iron Oxide Pigments ,1.46,dkg,2017,"Price: Average value, dollars per kilogram. Average unit value for finished iron oxide pigments sold or used by U.S. producers. Data are estimated for the most recent year."
176,Iron Oxide Pigments,,Iron Oxide Pigments ,1.58,dkg,2018,"Price: Average value, dollars per kilogram. Average unit value for finished iron oxide pigments sold or used by U.S. producers. Data are estimated for the most recent year."
177,Iron Oxide Pigments,,Iron Oxide Pigments ,0.69,dkg,2019,"Price: Average value, dollars per kilogram. Average unit value for finished iron oxide pigments sold or used by U.S. producers. Data are estimated for the most recent year."
178,Iron Oxide Pigments,,Iron Oxide Pigments ,0.72,dkg,2020,"Price: Average value, dollars per kilogram. Average unit value for finished iron oxide pigments sold or used by U.S. producers. Data are estimated for the most recent year."
179,Iron Oxide Pigments,,Iron Oxide Pigments ,0.7,dkg,2021,"Price: Average value, dollars per kilogram. Average unit value for finished iron oxide pigments sold or used by U.S. producers. Data are estimated for the most recent year."
180,Iron and Steel Scrap,,Iron and Steel Scrap ,265,dt,2017,"Price, average, delivered, No. 1 heavy melting composite price, dollars per ton. Source: Fastmarkets AMM."
181,Iron and Steel Scrap,,Iron and Steel Scrap ,326,dt,2018,"Price, average, delivered, No. 1 heavy melting composite price, dollars per ton. Source: Fastmarkets AMM."
182,Iron and Steel Scrap,,Iron and Steel Scrap ,249,dt,2019,"Price, average, delivered, No. 1 heavy melting composite price, dollars per ton. Source: Fastmarkets AMM."
183,Iron and Steel Scrap,,Iron and Steel Scrap ,228,dt,2020,"Price, average, delivered, No. 1 heavy melting composite price, dollars per ton. Source: Fastmarkets AMM."
184,Iron and Steel Scrap,,Iron and Steel Scrap ,435,dt,2021,"Price, average, delivered, No. 1 heavy melting composite price, dollars per ton. Source: Fastmarkets AMM."
185,Iron and Steel Slag,,Iron and Steel Slag ,24.5,dt,2017,"Price: Average value, free on board plant, dollars per ton. Rounded to the nearest $0.50 per ton. Data are estimated for the most recent year."
186,Iron and Steel Slag,,Iron and Steel Slag ,26.5,dt,2018,"Price: Average value, free on board plant, dollars per ton. Rounded to the nearest $0.50 per ton. Data are estimated for the most recent year."
187,Iron and Steel Slag,,Iron and Steel Slag ,27.5,dt,2019,"Price: Average value, free on board plant, dollars per ton. Rounded to the nearest $0.50 per ton. Data are estimated for the most recent year."
188,Iron and Steel Slag,,Iron and Steel Slag ,25.5,dt,2020,"Price: Average value, free on board plant, dollars per ton. Rounded to the nearest $0.50 per ton. Data are estimated for the most recent year."
189,Iron and Steel Slag,,Iron and Steel Slag ,27.0,dt,2021,"Price: Average value, free on board plant, dollars per ton. Rounded to the nearest $0.50 per ton. Data are estimated for the most recent year."
190,Iron and Steel,,Iron and Steel ,187.4,Index,2017,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
191,Iron and Steel,,Iron and Steel ,211.1,Index,2018,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
192,Iron and Steel,,Iron and Steel ,204.0,Index,2019,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
193,Iron and Steel,,Iron and Steel ,184.4,Index,2020,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
194,Iron and Steel,,Iron and Steel ,348.5,Index,2021,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
195,Fluorspar,Acid,Fluorspar Acid,267,dt,2017,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
196,Fluorspar,Acid,Fluorspar Acid,276,dt,2018,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
197,Fluorspar,Acid,Fluorspar Acid,304,dt,2019,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
198,Fluorspar,Acid,Fluorspar Acid,310,dt,2020,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
199,Fluorspar,Acid,Fluorspar Acid,330,dt,2021,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
200,Fluorspar,Metallurgical,Fluorspar Metallurgical,237,dt,2017,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
201,Fluorspar,Metallurgical,Fluorspar Metallurgical,258,dt,2018,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
202,Fluorspar,Metallurgical,Fluorspar Metallurgical,292,dt,2019,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
203,Fluorspar,Metallurgical,Fluorspar Metallurgical,149,dt,2020,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
204,Fluorspar,Metallurgical,Fluorspar Metallurgical,160,dt,2021,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
205,Gallium,High-purity,Gallium High-purity,477,dkg,2017,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
206,Gallium,High-purity,Gallium High-purity,508,dkg,2018,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
207,Gallium,High-purity,Gallium High-purity,573,dkg,2019,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
208,Gallium,High-purity,Gallium High-purity,596,dkg,2020,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
209,Gallium,High-purity,Gallium High-purity,570,dkg,2021,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
210,Gallium,Low-purity,Gallium Low-purity,124,dkg,2017,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
211,Gallium,Low-purity,Gallium Low-purity,185,dkg,2018,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
212,Gallium,Low-purity,Gallium Low-purity,153,dkg,2019,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
213,Gallium,Low-purity,Gallium Low-purity,163,dkg,2020,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
214,Gallium,Low-purity,Gallium Low-purity,200,dkg,2021,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
215,Garnet (Industrial),Import,Garnet (Industrial) Import,306,dt,2017,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
216,Garnet (Industrial),Import,Garnet (Industrial) Import,215,dt,2018,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
217,Garnet (Industrial),Import,Garnet (Industrial) Import,214,dt,2019,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
218,Garnet (Industrial),Import,Garnet (Industrial) Import,250,dt,2020,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
219,Garnet (Industrial),Import,Garnet (Industrial) Import,325,dt,2021,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
220,Germanium,Metal,Germanium Metal,1082,dkg,2017,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
221,Germanium,Metal,Germanium Metal,1543,dkg,2018,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
222,Germanium,Metal,Germanium Metal,1236,dkg,2019,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
223,Germanium,Metal,Germanium Metal,1046,dkg,2020,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
224,Germanium,Metal,Germanium Metal,1200,dkg,2021,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
225,Germanium,GeO2,Germanium GeO2,731,dkg,2017,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
226,Germanium,GeO2,Germanium GeO2,1084,dkg,2018,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
227,Germanium,GeO2,Germanium GeO2,913,dkg,2019,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
228,Germanium,GeO2,Germanium GeO2,724,dkg,2020,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
229,Germanium,GeO2,Germanium GeO2,770,dkg,2021,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
230,Gold,,Gold ,1261,dtoz,2017,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
231,Gold,,Gold ,1272,dtoz,2018,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
232,Gold,,Gold ,1395,dtoz,2019,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
233,Gold,,Gold ,1774,dtoz,2020,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
234,Gold,,Gold ,1800,dtoz,2021,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
235,Graphite (Natural),Flake,Graphite (Natural) Flake,1390,t,2017,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
236,Graphite (Natural),Flake,Graphite (Natural) Flake,1520,t,2018,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
237,Graphite (Natural),Flake,Graphite (Natural) Flake,1350,t,2019,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
238,Graphite (Natural),Flake,Graphite (Natural) Flake,1540,t,2020,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
239,Graphite (Natural),Flake,Graphite (Natural) Flake,1600,t,2021,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
240,Graphite (Natural),Lump,Graphite (Natural) Lump,1900,t,2017,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
241,Graphite (Natural),Lump,Graphite (Natural) Lump,1890,t,2018,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
242,Graphite (Natural),Lump,Graphite (Natural) Lump,2380,t,2019,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
243,Graphite (Natural),Lump,Graphite (Natural) Lump,2940,t,2020,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
244,Graphite (Natural),Lump,Graphite (Natural) Lump,2700,t,2021,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
245,Graphite (Natural),Amorphous,Graphite (Natural) Amorphous,451,t,2017,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
246,Graphite (Natural),Amorphous,Graphite (Natural) Amorphous,319,t,2018,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
247,Graphite (Natural),Amorphous,Graphite (Natural) Amorphous,498,t,2019,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
248,Graphite (Natural),Amorphous,Graphite (Natural) Amorphous,687,t,2020,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
249,Graphite (Natural),Amorphous,Graphite (Natural) Amorphous,630,t,2021,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
250,Gypsum,Mine,Gypsum Mine,7.5,dt,2017,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
251,Gypsum,Mine,Gypsum Mine,8.3,dt,2018,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
252,Gypsum,Mine,Gypsum Mine,8.6,dt,2019,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
253,Gypsum,Mine,Gypsum Mine,8.6,dt,2020,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
254,Gypsum,Mine,Gypsum Mine,9.0,dt,2021,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
255,Gypsum,Plant,Gypsum Plant,30.0,dt,2017,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
256,Gypsum,Plant,Gypsum Plant,32.0,dt,2018,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
257,Gypsum,Plant,Gypsum Plant,34.0,dt,2019,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
258,Gypsum,Plant,Gypsum Plant,5.0,dt,2020,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
259,Gypsum,Plant,Gypsum Plant,37.0,dt,2021,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
260,Indium,NY,Indium NY,363.0,dkg,2017,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
261,Indium,NY,Indium NY,375.0,dkg,2018,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
262,Indium,NY,Indium NY,390.0,dkg,2019,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
263,Indium,NY,Indium NY,395.0,dkg,2020,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
264,Indium,NY,Indium NY,nan,dkg,2021,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
265,Indium,FOB,Indium FOB,206.0,dkg,2017,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
266,Indium,FOB,Indium FOB,285.0,dkg,2018,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
267,Indium,FOB,Indium FOB,182.0,dkg,2019,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
268,Indium,FOB,Indium FOB,161.0,dkg,2020,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
269,Indium,FOB,Indium FOB,220.0,dkg,2021,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
270,Indium,Rotterdam,Indium Rotterdam,205.0,dkg,2017,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
271,Indium,Rotterdam,Indium Rotterdam,281.0,dkg,2018,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
272,Indium,Rotterdam,Indium Rotterdam,177.0,dkg,2019,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
273,Indium,Rotterdam,Indium Rotterdam,158.0,dkg,2020,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
274,Indium,Rotterdam,Indium Rotterdam,210.0,dkg,2021,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
275,Iodine,Crude_CIF,Iodine Crude_CIF,19.55,dkg,2017,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
276,Iodine,Crude_CIF,Iodine Crude_CIF,22.46,dkg,2018,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
277,Iodine,Crude_CIF,Iodine Crude_CIF,26.38,dkg,2019,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
278,Iodine,Crude_CIF,Iodine Crude_CIF,31.57,dkg,2020,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
279,Iodine,Crude_CIF,Iodine Crude_CIF,32.0,dkg,2021,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
280,Kyanite and Related Minerals,FOB,Kyanite and Related Minerals FOB,350,dt,2017,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
281,Kyanite and Related Minerals,FOB,Kyanite and Related Minerals FOB,347,dt,2018,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
282,Kyanite and Related Minerals,FOB,Kyanite and Related Minerals FOB,358,dt,2019,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
283,Kyanite and Related Minerals,FOB,Kyanite and Related Minerals FOB,369,dt,2020,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
284,Kyanite and Related Minerals,FOB,Kyanite and Related Minerals FOB,369,dt,2021,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
285,Lead,North_American,Lead North_American,114.5,ctslb,2017,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
286,Lead,North_American,Lead North_American,110.9,ctslb,2018,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
287,Lead,North_American,Lead North_American,99.9,ctslb,2019,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
288,Lead,North_American,Lead North_American,91.3,ctslb,2020,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
289,Lead,North_American,Lead North_American,110.0,ctslb,2021,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
290,Lead,LME,Lead LME,105.1,ctslb,2017,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
291,Lead,LME,Lead LME,101.8,ctslb,2018,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
292,Lead,LME,Lead LME,91.0,ctslb,2019,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
293,Lead,LME,Lead LME,82.7,ctslb,2020,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
294,Lead,LME,Lead LME,99.0,ctslb,2021,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
295,Lime,Quicklime,Lime Quicklime,120.8,dt,2017,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
296,Lime,Quicklime,Lime Quicklime,125.2,dt,2018,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
297,Lime,Quicklime,Lime Quicklime,128.3,dt,2019,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
298,Lime,Quicklime,Lime Quicklime,132.1,dt,2020,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
299,Lime,Quicklime,Lime Quicklime,140.0,dt,2021,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
300,Lime,Hydrated,Lime Hydrated,147.1,dt,2017,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
301,Lime,Hydrated,Lime Hydrated,151.6,dt,2018,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
302,Lime,Hydrated,Lime Hydrated,154.6,dt,2019,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
303,Lime,Hydrated,Lime Hydrated,156.4,dt,2020,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
304,Lime,Hydrated,Lime Hydrated,160.0,dt,2021,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
305,Lithium,,Lithium ,15000,dt,2017,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
306,Lithium,,Lithium ,17000,dt,2018,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
307,Lithium,,Lithium ,12700,dt,2019,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
308,Lithium,,Lithium ,8000,dt,2020,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
309,Lithium,,Lithium ,17000,dt,2021,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
310,Manganese,CN_CIF,Manganese CN_CIF,5.97,dt,2017,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
