,Commodity,price_info,full_name,price,price_units,Year,price_desc
311,Manganese,CN_CIF,Manganese CN_CIF,7.16,dt,2018,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
312,Manganese,CN_CIF,Manganese CN_CIF,5.63,dt,2019,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
313,Manganese,CN_CIF,Manganese CN_CIF,4.59,dt,2020,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
314,Manganese,CN_CIF,Manganese CN_CIF,5.2,dt,2021,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
315,Mercury,EU,Mercury EU,1041.0,df,2017,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
316,Mercury,EU,Mercury EU,1100.0,df,2018,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
317,Mercury,EU,Mercury EU,nan,df,2019,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
318,Mercury,EU,Mercury EU,nan,df,2020,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
319,Mercury,EU,Mercury EU,nan,df,2021,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
320,Mercury,Global,Mercury Global,1273.0,df,2017,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
321,Mercury,Global,Mercury Global,2709.0,df,2018,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
322,Mercury,Global,Mercury Global,2550.0,df,2019,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
323,Mercury,Global,Mercury Global,nan,df,2020,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
324,Mercury,Global,Mercury Global,nan,df,2021,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
325,Magnesium Metal,US_spot,Magnesium Metal US_spot,2.15,ctslb,2017,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
326,Magnesium Metal,US_spot,Magnesium Metal US_spot,2.17,ctslb,2018,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
327,Magnesium Metal,US_spot,Magnesium Metal US_spot,2.45,ctslb,2019,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
328,Magnesium Metal,US_spot,Magnesium Metal US_spot,2.49,ctslb,2020,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
329,Magnesium Metal,US_spot,Magnesium Metal US_spot,3.9,ctslb,2021,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
330,Magnesium Metal,European,Magnesium Metal European,2265.0,dt,2017,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
331,Magnesium Metal,European,Magnesium Metal European,2550.0,dt,2018,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
332,Magnesium Metal,European,Magnesium Metal European,2425.0,dt,2019,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
333,Magnesium Metal,European,Magnesium Metal European,2149.0,dt,2020,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
334,Magnesium Metal,European,Magnesium Metal European,5500.0,dt,2021,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
335,Molybdenum,,Molybdenum ,18.06,dkg,2017,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
336,Molybdenum,,Molybdenum ,27.04,dkg,2018,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
337,Molybdenum,,Molybdenum ,26.5,dkg,2019,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
338,Molybdenum,,Molybdenum ,19.9,dkg,2020,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
339,Molybdenum,,Molybdenum ,36.0,dkg,2021,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
340,Nickel,,Nickel ,10403.0,dt,2017,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
341,Nickel,,Nickel ,13114.0,dt,2018,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
342,Nickel,,Nickel ,13903.0,dt,2019,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
343,Nickel,,Nickel ,13772.0,dt,2020,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
344,Nickel,,Nickel ,18000.0,dt,2021,"Price, average annual, London Metal Exchange (LME), cash: Dollars per metric ton. Data are estimated for the most recent year."
345,Nickel,,Nickel ,4.719,dlb,2017,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
346,Nickel,,Nickel ,5.948,dlb,2018,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
347,Nickel,,Nickel ,6.306,dlb,2019,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
348,Nickel,,Nickel ,6.25,dlb,2020,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
349,Nickel,,Nickel ,8.3,dlb,2021,"Price, average annual, London Metal Exchange (LME), cash: Dollars per pound. Data are estimated for the most recent year."
350,Niobium (Columbium),,Niobium (Columbium) ,20,dkg,2017,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
351,Niobium (Columbium),,Niobium (Columbium) ,21,dkg,2018,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
352,Niobium (Columbium),,Niobium (Columbium) ,23,dkg,2019,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
353,Niobium (Columbium),,Niobium (Columbium) ,21,dkg,2020,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
354,Niobium (Columbium),,Niobium (Columbium) ,20,dkg,2021,"Price: Unit value, ferroniobium, dollars per kilogram. Unit value is weighted average unit value of gross weight of U.S. ferroniobium trade (imports plus exports.) Data are estimated for the most recent year."
355,Nitrogen (Fixed)--Ammonia,,Nitrogen (Fixed)--Ammonia ,247,dst,2017,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
356,Nitrogen (Fixed)--Ammonia,,Nitrogen (Fixed)--Ammonia ,281,dst,2018,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
357,Nitrogen (Fixed)--Ammonia,,Nitrogen (Fixed)--Ammonia ,232,dst,2019,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
358,Nitrogen (Fixed)--Ammonia,,Nitrogen (Fixed)--Ammonia ,223,dst,2020,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
359,Nitrogen (Fixed)--Ammonia,,Nitrogen (Fixed)--Ammonia ,510,dst,2021,"Price: Average, free on board gulf coast, dollars per short ton. Source: Green Markets. Data are estimated for the most recent year."
360,Peat,,Peat ,27.55,dt,2017,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
361,Peat,,Peat ,25.88,dt,2018,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
362,Peat,,Peat ,24.59,dt,2019,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
363,Peat,,Peat ,24.74,dt,2020,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
364,Peat,,Peat ,25.0,dt,2021,"Price: Average value, f.o.b. mine, dollars per ton. Data are estimated for the most recent year."
365,Perlite,FOB,Perlite FOB,71,dt,2017,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
366,Perlite,FOB,Perlite FOB,69,dt,2018,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
367,Perlite,FOB,Perlite FOB,64,dt,2019,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
368,Perlite,FOB,Perlite FOB,61,dt,2020,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
369,Perlite,FOB,Perlite FOB,63,dt,2021,"Price: Average value, free on board mine, dollars per ton. Data are estimated for the most recent year."
370,Phosphate Rock,,Phosphate Rock ,73.67,dt,2017,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
371,Phosphate Rock,,Phosphate Rock ,70.77,dt,2018,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
372,Phosphate Rock,,Phosphate Rock ,67.98,dt,2019,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
373,Phosphate Rock,,Phosphate Rock ,75.86,dt,2020,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
374,Phosphate Rock,,Phosphate Rock ,75.0,dt,2021,"Price: Average value, f.o.b. mine, dollars per ton. Marketable phosphate rock, weighted value, all grades. Data are estimated for the most recent year."
375,Platinum-Group Metals,Palladium,Platinum-Group Metals Palladium,874.3,dto,2017,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
376,Platinum-Group Metals,Palladium,Platinum-Group Metals Palladium,1036.43,dto,2018,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
377,Platinum-Group Metals,Palladium,Platinum-Group Metals Palladium,1544.31,dto,2019,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
378,Platinum-Group Metals,Palladium,Platinum-Group Metals Palladium,2205.27,dto,2020,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
379,Platinum-Group Metals,Palladium,Platinum-Group Metals Palladium,2600.0,dto,2021,"Price, Dollars per troy ounce: Palladium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
380,Platinum-Group Metals,Platinum,Platinum-Group Metals Platinum,951.23,dto,2017,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
381,Platinum-Group Metals,Platinum,Platinum-Group Metals Platinum,882.66,dto,2018,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
382,Platinum-Group Metals,Platinum,Platinum-Group Metals Platinum,866.94,dto,2019,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
383,Platinum-Group Metals,Platinum,Platinum-Group Metals Platinum,886.02,dto,2020,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
384,Platinum-Group Metals,Platinum,Platinum-Group Metals Platinum,1200.0,dto,2021,"Price, Dollars per troy ounce: Platinum. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
385,Platinum-Group Metals,Iridium,Platinum-Group Metals Iridium,908.35,dto,2017,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
386,Platinum-Group Metals,Iridium,Platinum-Group Metals Iridium,1293.27,dto,2018,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
387,Platinum-Group Metals,Iridium,Platinum-Group Metals Iridium,1485.8,dto,2019,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
388,Platinum-Group Metals,Iridium,Platinum-Group Metals Iridium,1633.51,dto,2020,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
389,Platinum-Group Metals,Iridium,Platinum-Group Metals Iridium,5400.0,dto,2021,"Price, Dollars per troy ounce: Iridium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
390,Platinum-Group Metals,Rhodium,Platinum-Group Metals Rhodium,1112.59,dto,2017,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
391,Platinum-Group Metals,Rhodium,Platinum-Group Metals Rhodium,2225.3,dto,2018,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
392,Platinum-Group Metals,Rhodium,Platinum-Group Metals Rhodium,3918.78,dto,2019,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
393,Platinum-Group Metals,Rhodium,Platinum-Group Metals Rhodium,11205.06,dto,2020,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
394,Platinum-Group Metals,Rhodium,Platinum-Group Metals Rhodium,24000.0,dto,2021,"Price, Dollars per troy ounce: Rhodium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
395,Platinum-Group Metals,Ruthenium,Platinum-Group Metals Ruthenium,76.86,dto,2017,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
396,Platinum-Group Metals,Ruthenium,Platinum-Group Metals Ruthenium,244.41,dto,2018,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
397,Platinum-Group Metals,Ruthenium,Platinum-Group Metals Ruthenium,262.59,dto,2019,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
398,Platinum-Group Metals,Ruthenium,Platinum-Group Metals Ruthenium,271.83,dto,2020,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
399,Platinum-Group Metals,Ruthenium,Platinum-Group Metals Ruthenium,510.0,dto,2021,"Price, Dollars per troy ounce: Ruthenium. Engelhard Corp. unfabricated metal. Data are estimated for the most recent year."
400,Potash,All,Potash All,770,dt,2017,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
401,Potash,All,Potash All,750,dt,2018,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
402,Potash,All,Potash All,820,dt,2019,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
403,Potash,All,Potash All,850,dt,2020,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
404,Potash,All,Potash All,980,dt,2021,"Price: Average, all products, f.o.b. mine, dollars per ton of K2O. Includes MOP, SOP, and SOPM. Does not include other chemical compounds that contain potassium. Data are estimated for the most recent year."
405,Potash,Muriate,Potash Muriate,410,dt,2017,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
406,Potash,Muriate,Potash Muriate,440,dt,2018,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
407,Potash,Muriate,Potash Muriate,480,dt,2019,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
408,Potash,Muriate,Potash Muriate,450,dt,2020,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
409,Potash,Muriate,Potash Muriate,550,dt,2021,"Price: Average, muriate, f.o.b. mine, dollars per ton of KO. Data are estimated for the most recent year."
410,Pumice and Pumicite,,Pumice and Pumicite ,39,dt,2017,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
411,Pumice and Pumicite,,Pumice and Pumicite ,32,dt,2018,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
412,Pumice and Pumicite,,Pumice and Pumicite ,28,dt,2019,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
413,Pumice and Pumicite,,Pumice and Pumicite ,31,dt,2020,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
414,Pumice and Pumicite,,Pumice and Pumicite ,32,dt,2021,"Price: Average value, f.o.b. mine or mill, dollars per ton. Data are estimated for the most recent year."
415,Quartz Crystal (Industrial),Cultured,Quartz Crystal (Industrial) Cultured,280,dkg,2017,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
416,Quartz Crystal (Industrial),Cultured,Quartz Crystal (Industrial) Cultured,300,dkg,2018,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
417,Quartz Crystal (Industrial),Cultured,Quartz Crystal (Industrial) Cultured,200,dkg,2019,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
418,Quartz Crystal (Industrial),Cultured,Quartz Crystal (Industrial) Cultured,200,dkg,2020,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
419,Quartz Crystal (Industrial),Cultured,Quartz Crystal (Industrial) Cultured,200,dkg,2021,"Price, dollars per kilogram: As-grown cultured quartz. Data are estimated for the most recent year."
420,Quartz Crystal (Industrial),Lumbered,Quartz Crystal (Industrial) Lumbered,300,dkg,2017,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
421,Quartz Crystal (Industrial),Lumbered,Quartz Crystal (Industrial) Lumbered,500,dkg,2018,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
422,Quartz Crystal (Industrial),Lumbered,Quartz Crystal (Industrial) Lumbered,500,dkg,2019,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
423,Quartz Crystal (Industrial),Lumbered,Quartz Crystal (Industrial) Lumbered,400,dkg,2020,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
424,Quartz Crystal (Industrial),Lumbered,Quartz Crystal (Industrial) Lumbered,400,dkg,2021,"Price, dollars per kilogram: Lumbered quartz. As-grown cultured quartz that has been processed by sawing and grinding. Data are estimated for the most recent year."
425,Rare Earths,CeO2,Rare Earths CeO2,2,dkg,2017,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
426,Rare Earths,CeO2,Rare Earths CeO2,2,dkg,2018,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
427,Rare Earths,CeO2,Rare Earths CeO2,2,dkg,2019,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
428,Rare Earths,CeO2,Rare Earths CeO2,2,dkg,2020,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
429,Rare Earths,CeO2,Rare Earths CeO2,2,dkg,2021,"Price: Average, dollars per kilogram: Cerium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
430,Rare Earths,Dy2O3,Rare Earths Dy2O3,187,dkg,2017,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
431,Rare Earths,Dy2O3,Rare Earths Dy2O3,179,dkg,2018,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
432,Rare Earths,Dy2O3,Rare Earths Dy2O3,239,dkg,2019,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
433,Rare Earths,Dy2O3,Rare Earths Dy2O3,261,dkg,2020,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
434,Rare Earths,Dy2O3,Rare Earths Dy2O3,400,dkg,2021,"Price: Average, dollars per kilogram: Dysprosium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
435,Rare Earths,Eu2O3,Rare Earths Eu2O3,77,dkg,2017,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
436,Rare Earths,Eu2O3,Rare Earths Eu2O3,53,dkg,2018,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
437,Rare Earths,Eu2O3,Rare Earths Eu2O3,35,dkg,2019,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
438,Rare Earths,Eu2O3,Rare Earths Eu2O3,31,dkg,2020,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
439,Rare Earths,Eu2O3,Rare Earths Eu2O3,31,dkg,2021,"Price: Average, dollars per kilogram: Europium oxide, 99.99% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
440,Rare Earths,La2O3,Rare Earths La2O3,2,dkg,2017,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
441,Rare Earths,La2O3,Rare Earths La2O3,2,dkg,2018,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
442,Rare Earths,La2O3,Rare Earths La2O3,2,dkg,2019,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
443,Rare Earths,La2O3,Rare Earths La2O3,2,dkg,2020,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
444,Rare Earths,La2O3,Rare Earths La2O3,2,dkg,2021,"Price: Average, dollars per kilogram: Lanthanum oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
445,Rare Earths,Mischmetal,Rare Earths Mischmetal,6,dkg,2017,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
446,Rare Earths,Mischmetal,Rare Earths Mischmetal,6,dkg,2018,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
447,Rare Earths,Mischmetal,Rare Earths Mischmetal,6,dkg,2019,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
448,Rare Earths,Mischmetal,Rare Earths Mischmetal,5,dkg,2020,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
449,Rare Earths,Mischmetal,Rare Earths Mischmetal,6,dkg,2021,"Price: Average, dollars per kilogram: Mischmetal, 65% cerium, 35% lanthanum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
450,Rare Earths,Nd2O3,Rare Earths Nd2O3,50,dkg,2017,"Price: Average, dollars per kilogram: Neodymium oxide, 99.5% minimum. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
