SM_name,SM_type,specific_energy,mu_total,specific_price,price_sources,SM_sources,C_kwh
"S/Air(Na, Acid)",flow_battery,0.657257522784932,55.0497693,1.2054234285373044,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba (Bulk), Li 2017, Steinmann 2022, USGS",Li 2017,1.834019979611163
"S/Air(Na, Base)",flow_battery,0.3164573257853376,55.0497693,1.2054234285373044,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba (Bulk), Li 2017, Steinmann 2022, USGS",Li 2017,3.8091184191924157
Si-air,metal_air,1.9944775779874584,28.085,1.35,"Alibaba (Bulk), Alok 2021, ISE, USGS",Weinrich 2019,0.6768689780720559
Si/LCO,solid_electrode,0.8936903359697683,125.95619400000001,28.13056927791895,"0 : ISE, Li 2017, 1 : Alibaba (Bulk), ISE, Li 2017",Li 2017,31.47686412810281
Si/Li2S,solid_electrode,0.9413523959623249,74.025,10.749830124957786,"0 : ISE, Li 2017, 1 : Li 2017",Li 2017,11.419559955513215
TEMPO/Zn,hybrid_flow,0.16466926362961343,237.628,4.762192626364986,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Liu 2019",Diez 2020,28.919742041699237
VRFB,flow_battery,0.815487427299506,50.9415,299.32,"Alok 2021, SMM",Li 2017,367.0442853928489
Zn-air,metal_air,0.676388676455593,65.38,2.818389559771475,"Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Weinrich 2019,4.166819548991239
Zn/Br2,hybrid_flow,0.22018300017960304,225.188,2.5512791330704085,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : USGS",Li 2017,11.587084974722538
Zn/Fe,hybrid_flow,0.43996505579615497,121.225,1.6030107700455334,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Bulk), Steinmann 2022, USGS",Li 2017,3.6434956570465493
Zn/MnO2,solid_electrode,0.2639386012235976,152.31604299999998,2.1013628589946634,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Bulk), Alibaba (Manual Search), ISE, Li 2017",Li 2017,7.961559428037122
Zn/NiOOH,solid_electrode,0.29499135710162017,158.0874,5.270616819669747,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Bulk), Alibaba (Manual Search), Li 2017",Li 2017,17.86702116107794
Zn/Zn0.25V2O5,solid_electrode,0.1517521958619921,247.25799999999998,15.68146004547576,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : ISE, SMM",Li 2017,103.3359679337816
Zn/air,metal_air,0.676388676455593,65.38,2.818389559771475,"Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Li 2017,4.166819548991239
Al,sensible_thermal,0.165777777777728,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS","Bauer 2012, Steinmann 2022",13.708109919575161
Al2O3,sensible_thermal,0.609,101.9600768,0.8858555555555556,"Liu 2016, SMM, Steinmann 2022, USGS",Steinmann 2022,1.454606823572341
Basalt,sensible_thermal,0.254583333333264,162.0430768,0.05,"Alibaba (Bulk), Steinmann 2022, USGS","Alva 2018, Steinmann 2022",0.19639934533556905
Concrete,sensible_thermal,0.109291666666638,,0.05,Steinmann 2022,Steinmann 2022,0.45749142203595683
Dowtherm A,sensible_thermal,0.1756777777777476,,,,Alva 2018,
Fe,sensible_thermal,0.16634722222207798,55.845,0.180117668205045,"Alibaba (Bulk), Steinmann 2022, USGS","Bauer 2012, Steinmann 2022",1.0827813401331288
Granite,sensible_thermal,0.14768518518512,,,,"Alva 2018, Bauer 2012, Steinmann 2022",
Graphite,sensible_thermal,0.633166666666512,72.066,1.8,"Alibaba (Bulk), Li 2017, Liu 2016, Steinmann 2022, USGS","Bauer 2012, Steinmann 2022",2.8428533824697655
HITEC,sensible_thermal,0.16329034722221805,,1.2,Steinmann 2022,"Alva 2018, Steinmann 2022",7.348872853867766
HITEC XL,sensible_thermal,0.14432708333330901,,,,"Alva 2018, Steinmann 2022",
Iron Ore,sensible_thermal,0.245,159.687,0.122,"Alibaba (Bulk), Olympios 2021, USGS","Grosu 2017, Molgaard 1971",0.49795918367346936
KBF,sensible_thermal,0.087026666666664,,,,Caraballo 2021,
KMgCl,sensible_thermal,0.074925,,10.697673169306729,"0 : Alok 2021, Alva 2018, USGS, 1 : Alok 2021, Alva 2018",Caraballo 2021,142.77842067810113
KMgZnCl,sensible_thermal,0.0827893333333104,,7.183201970520036,"0 : Alok 2021, Alva 2018, USGS, 1 : Alok 2021, Alva 2018, 2 : Alibaba (Bulk), Alva 2018",Caraballo 2021,86.76482442007858
KZrF,sensible_thermal,0.07777777777775599,,,,Caraballo 2021,
Lead(44.5%)ebismuth(55.5%) eutectic (LBE),sensible_thermal,0.05475555555555556,,7.6344699183271825,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Alva 2018,139.42822496944936
LiNaKCO3,sensible_thermal,0.1220916666666606,,3.5915943571428577,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, ISE, Liu 2016, SMM, USGS, 1 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016, USGS, 2 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016",Caraballo 2021,29.417194925750074
LiNaKCaNO3,sensible_thermal,0.1505349999999762,,,,Caraballo 2021,
LiNaKF,sensible_thermal,0.0668192989999836,,66.237835,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Steinmann 2022, 1 : Alok 2021, Alva 2018, 2 : Alok 2021, Alva 2018",Caraballo 2021,991.297963183006
LiNaKNO3,sensible_thermal,0.1895999999999616,,,,Caraballo 2021,
LiNaKNO3NO2,sensible_thermal,0.1113294341666549,,,,Caraballo 2021,
Limestone,sensible_thermal,0.216666666666606,,,,"Bauer 2012, Steinmann 2022",
MgO,sensible_thermal,0.8976388888887641,40.304,0.135,"Alibaba (Bulk), Alibaba (Manual Search), Steinmann 2022",Steinmann 2022,0.1503945536128942
Mobiltherm 605,sensible_thermal,0.2456944444444275,,3.0,Steinmann 2022,Steinmann 2022,12.210288298474556
Na,sensible_thermal,0.28166666666665796,22.9897693,2.4896818625228065,"Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022","Alva 2018, Steinmann 2022",8.839107204223255
NaBF,sensible_thermal,0.13177499999998948,,,,Caraballo 2021,
NaCl,sensible_thermal,0.185249999999922,58.4397693,0.0976013513373986,"Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017, Steinmann 2022, USGS","Bauer 2012, Steinmann 2022",0.5268628952088512
NaKMgCl,sensible_thermal,0.0901512777777496,,13.626840491929412,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017, Steinmann 2022, USGS, 1 : Alok 2021, Alva 2018, USGS, 2 : Alok 2021, Alva 2018",Caraballo 2021,151.155267322153
NaKZnCl,sensible_thermal,0.1255675391111056,,5.290607956293198,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017, Steinmann 2022, USGS, 1 : Alok 2021, Alva 2018, USGS, 2 : Alibaba (Bulk), Alva 2018",Caraballo 2021,42.13356408627172
NaMgCaCl,sensible_thermal,0.0754109999999919,,10.868783706558181,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017, Steinmann 2022, USGS, 1 : Alok 2021, Alva 2018, 2 : Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017",Caraballo 2021,144.12729849172334
S,sensible_thermal,0.089833333333326,32.06,0.2845,"Alibaba (Bulk), Li 2017, Steinmann 2022, USGS",Steinmann 2022,3.166975881261854
Sand,sensible_thermal,0.27146000000000003,60.083,0.0849999999999999,"Alibaba (Manual Entry), Diago 2018, Liu 2016",Diago 2018,0.31312163854711517
Sandstone,sensible_thermal,0.29629166666665796,,,,"Bauer 2012, Steinmann 2022",
SiO2,sensible_thermal,0.34472222222209004,,0.6,Steinmann 2022,Steinmann 2022,1.7405318291706915
Sodium(22.2%)epotassium (77.8%) eutectic (NaK),sensible_thermal,0.19718444444442673,31.04403465,48.80946583485232,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Kim 2013, SMM",Alva 2018,247.53203008672665
Solar Salt,sensible_thermal,0.14056331172835582,186.0960693,0.595,"Diago 2018, Liu 2016, Olympios 2021, Steinmann 2022","Alva 2018, Caraballo 2021, Steinmann 2022",4.2329679962994975
Vegetable Oil,sensible_thermal,0.13080555555554002,933.45,0.7175,"Alva 2018, Steinmann 2022","Alva 2018, Steinmann 2022",5.485241027819722
N2 (LRC 100 bar),pressure_cavern,0.027220089285714285,28.014,4.221614297991072,Cavern Calculations,Cavern Calculations,155.0918607826415
N2 (Salt 100 bar),pressure_cavern,0.027220089285714285,28.014,1.125906455357143,Cavern Calculations,Cavern Calculations,41.36306988339101
Al,latent_thermal,0.1102777777777777,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Alok 2021,20.607052896725456
Al/Mg/Zn (59/33/6),latent_thermal,0.0861111111111111,27.862557655999996,2.388362071240125,"0 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 2 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,27.735817601498226
Al/Mg/Zn (60/34/6),latent_thermal,0.0914166666666666,28.375423039999998,2.387428574297356,"0 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 2 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,26.115900539260068
B,latent_thermal,1.2777777777777777,10.81,11.46373816318824,"Alok 2021, USGS",Alok 2021,8.971621171190797
CaCO3,latent_thermal,0.0394444444444444,100.086,1.1525,"Alibaba (Bulk), Alva 2018, Chem Central, Echemi","Alok 2021, Alva 2018",29.218309859154964
CaCl2,latent_thermal,0.0702777777777777,110.978,0.1796428571428571,"Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017","Alok 2021, Alva 2018",2.5561829474872977
CaCl2/CaSO4/CaMoO4,latent_thermal,0.0622222222222222,,,,Alok 2021,
CaF2,latent_thermal,0.1072222222222221,78.0748063,0.3115714285714285,"Alibaba (Bulk), Alok 2021, Alva 2018, USGS","Alok 2021, Alva 2018",2.9058475203552954
CaSO4,latent_thermal,0.0563888888888888,136.134,0.4785,"Alibaba (Bulk), Alva 2018, USGS",Alva 2018,8.485714285714298
Cr,latent_thermal,0.1111111111111111,51.9961,9.28555687376311,"Alibaba (Bulk), Alok 2021, ISE, USGS",Alok 2021,83.57001186386799
Cu,latent_thermal,0.0536111111111111,63.546,6.65,"Alibaba (Bulk), Alok 2021, SMM, USGS",Alok 2021,124.0414507772021
Cu/P/Si (83/10/7),latent_thermal,0.0255555555555555,54.709129999999995,,,Alva 2018,
Cu/Si (80/20),latent_thermal,0.0547222222222222,56.4538,6.122664373345993,"0 : Alibaba (Bulk), Alok 2021, SMM, USGS, 1 : Alibaba (Bulk), Alok 2021, ISE, USGS",Alva 2018,111.8862525078456
HITEC,latent_thermal,0.0233333333333333,,1.2,Steinmann 2022,Steinmann 2022,51.4285714285715
K2CO3,latent_thermal,0.0608333333333333,138.2046,1.1,"Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016","Alok 2021, Alva 2018",18.08219178082193
K2CO3/Na2CO3,latent_thermal,0.0452777777777777,,0.6605357142857143,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016, 1 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016, USGS",Alok 2021,14.588518843120095
K2SO4,latent_thermal,0.0588888888888888,174.2526,4.3853333333333335,"Alibaba (Bulk), Alva 2018",Alva 2018,74.46792452830199
KCl,latent_thermal,0.0980555555555555,74.5483,0.5136770708907648,"Alok 2021, Alva 2018, USGS","Alok 2021, Alva 2018",5.238633017582873
KCl/KF,latent_thermal,0.1130555555555555,,57.51365468190085,"0 : Alok 2021, Alva 2018, USGS, 1 : Alok 2021, Alva 2018",Alok 2021,508.72028711263675
KCl/KF/K2CO3,latent_thermal,0.0786111111111111,,24.566970828356308,"0 : Alok 2021, Alva 2018, USGS, 1 : Alok 2021, Alva 2018, 2 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016",Alok 2021,312.51270311690007
KCl/NaF/K2CO3,latent_thermal,0.0761111111111111,,1.572722184887061,"0 : Alok 2021, Alva 2018, USGS, 1 : Alok 2021, Alva 2018, 2 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016",Alok 2021,20.663503159100074
KF,latent_thermal,0.1354166666666666,58.0967032,104.15,"Alok 2021, Alva 2018","Alok 2021, Alva 2018",769.1076923076927
KF/KCl,latent_thermal,0.1130555555555555,,57.51365468190085,"0 : Alok 2021, Alva 2018, 1 : Alok 2021, Alva 2018, USGS",Alok 2021,508.72028711263675
KNO3,latent_thermal,0.0501388888888887,101.1023,0.8,"Alibaba (Bulk), Alva 2018, Steinmann 2022","Alva 2018, Steinmann 2022",15.955678670360172
KOH,latent_thermal,0.0416666666666666,56.1053,2.91,"Alva 2018, Li 2017",Alva 2018,69.84000000000012
Li2CO3,latent_thermal,0.1413888888888889,73.888,9.7765,"Alibaba (Bulk), Alok 2021, Alva 2018, ISE, Liu 2016, SMM, USGS","Alok 2021, Alva 2018",69.14616895874263
Li2SO4,latent_thermal,0.0233333333333333,109.936,0.85,"Alibaba (Bulk), Alva 2018, Li 2017",Alva 2018,36.42857142857148
LiCl,latent_thermal,0.1190277777777777,42.39,22.5,"Alibaba (Bulk), Alok 2021, Alva 2018","Alok 2021, Alva 2018",189.03150525087526
LiF,latent_thermal,0.2897222222222222,25.9384032,14.2,"Alibaba (Bulk), Alok 2021, Alva 2018, Steinmann 2022","Alok 2021, Alva 2018, Steinmann 2022",49.012464046021094
LiF/MgF2,latent_thermal,0.2630555555555555,,9.8011,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Steinmann 2022, 1 : Alok 2021",Alok 2021,37.258669482576565
LiF/NaF,latent_thermal,0.2266666666666666,,10.362,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Steinmann 2022, 1 : Alok 2021, Alva 2018",Alok 2021,45.71470588235295
LiF/NaF2/MgF2,latent_thermal,0.2388888888888889,,,,Alok 2021,
LiOH,latent_thermal,0.2425,23.947,90.3915,"Alibaba (Bulk), Alva 2018",Alva 2018,372.7484536082474
Mg,latent_thermal,0.1077777777777777,24.305,2.408,"Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS",Alok 2021,22.34226804123713
Mg/Ca (84/16),latent_thermal,0.0755555555555555,26.82868,2.7344000572521643,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : ISE, Kim 2013, SMM",Alva 2018,36.19058899304338
Mg/Cu/Zn (60/25/15),latent_thermal,0.0705555555555555,40.2765,4.181123866589174,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Alok 2021, SMM, USGS, 2 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,59.26002330598834
Mg/Si/Zn (47/38/15),latent_thermal,0.0872222222222222,31.902649999999998,2.1802257245927485,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Alok 2021, ISE, USGS, 2 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,24.996218498515596
Mg2CO3,latent_thermal,0.1938888888888889,,,,Alok 2021,
MgCl2,latent_thermal,0.1258333333333333,95.205,27.671,"Alok 2021, Alva 2018","Alok 2021, Alva 2018",219.90198675496694
MgF2,latent_thermal,0.2605555555555555,62.3018063,0.87,Alok 2021,Alok 2021,3.3390191897654593
MgSO4,latent_thermal,0.0338888888888888,120.361,6.906071428571428,"Alibaba (Bulk), Alva 2018",Alva 2018,203.7857142857148
Na2CO3,latent_thermal,0.0612499999999999,105.9875386,0.2210714285714285,"Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016, USGS","Alok 2021, Alva 2018",3.6093294460641445
Na2SO4,latent_thermal,0.0458333333333333,142.0355386,0.076,"Alibaba (Bulk), Alva 2018, Li 2017",Alva 2018,1.6581818181818193
NaCl,latent_thermal,0.1252777777777777,58.4397693,0.0976013513373986,"Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017, Steinmann 2022, USGS","Alok 2021, Alva 2018",0.7790795228705879
NaCl/NaBr/Na2MoO4,latent_thermal,0.0466666666666666,,,,Alok 2021,
NaF,latent_thermal,0.2205555555555555,41.9881724,4.605,"Alok 2021, Alva 2018","Alok 2021, Alva 2018",20.87909319899245
NaF/CaF2/MgF2,latent_thermal,0.158611111111111,,3.169311428571429,"0 : Alok 2021, Alva 2018, 1 : Alibaba (Bulk), Alok 2021, Alva 2018, USGS, 2 : Alok 2021",Alok 2021,19.981648236177147
NaF/MgF2,latent_thermal,0.1741666666666666,,3.67125,"0 : Alok 2021, Alva 2018, 1 : Alok 2021",Alok 2021,21.078947368421062
NaF/MgF2/KF,latent_thermal,0.1805555555555555,,19.785200000000003,"0 : Alok 2021, Alva 2018, 1 : Alok 2021, 2 : Alok 2021, Alva 2018",Alok 2021,109.57956923076928
NaNO3,latent_thermal,0.0484722222222221,84.9937693,0.6,"Alibaba (Bulk), Alva 2018, Steinmann 2022","Alva 2018, Steinmann 2022",12.378223495702038
NaOH,latent_thermal,0.0458333333333333,39.9967693,2.22,"Alva 2018, Li 2017",Alva 2018,48.43636363636367
Ni,latent_thermal,0.0833333333333333,58.6934,7.330293619246726,"Alibaba (Bulk), Alok 2021, SMM, USGS",Alok 2021,87.96352343096075
Si,latent_thermal,0.4972222222222222,28.085,1.35,"Alibaba (Bulk), Alok 2021, ISE, USGS",Alok 2021,2.715083798882682
Si/Mg (56/44),latent_thermal,0.2102777777777777,26.421800000000005,1.778224556994603,"0 : Alibaba (Bulk), Alok 2021, ISE, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS",Alva 2018,8.456550072893755
Si/Mg/Ca (49/30/21),latent_thermal,0.0847222222222222,29.46953,2.3039461799356835,"0 : Alibaba (Bulk), Alok 2021, ISE, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 2 : ISE, Kim 2013, SMM",Alva 2018,27.1941188451425
V,latent_thermal,0.125,50.9415,299.32,"Alok 2021, SMM",Alok 2021,2394.56
Zn,latent_thermal,0.0405555555555555,65.38,2.818389559771475,"Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alok 2021,69.49453709025565
Zn/Al (96/4),latent_thermal,0.0383333333333333,63.84406153599999,2.8091614876439976,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Alva 2018,73.28247359071304
Zn/Mg (52/48),latent_thermal,0.05,44.021,2.7005651239311312,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,54.011302478622625
Zn/Mg (53.7/46.3),latent_thermal,0.0513888888888888,43.322725,2.6947519931045134,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,52.43841716311494
ZnCl2,latent_thermal,0.0208333333333333,136.28,7.5226225,"Alibaba (Bulk), Alva 2018",Alva 2018,361.08588000000054
AS4-3501–6,flywheel,0.24952277859254604,,31.38,Kale 2018,Kale 2018,125.76006157434402
AS4-3501–6,pressure_tank,0.2994273343110552,,31.38,Kale 2018,Kale 2018,104.80005131195335
AS4-3501–6,smes,0.19961822287403683,,31.38,Kale 2018,Kale 2018,157.20007696793002
AS4–8552,flywheel,0.2742695929918505,,31.38,Kale 2018,Kale 2018,114.41297468557664
AS4–8552,pressure_tank,0.3291235115902206,,31.38,Kale 2018,Kale 2018,95.34414557131387
AS4–8552,smes,0.2194156743934804,,31.38,Kale 2018,Kale 2018,143.0162183569708
Al-2024,flywheel,0.03491442706244151,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kale 2018,65.08770703685973
Al-2024,pressure_tank,0.04189731247492981,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kale 2018,54.239755864049776
Al-2024,smes,0.027931541649953207,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kale 2018,81.35963379607466
Al-6061-T6,flywheel,0.02348981823151565,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kale 2018,96.74404363636363
Al-6061-T6,pressure_tank,0.028187781877818778,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kale 2018,80.62003636363636
Al-6061-T6,smes,0.018791854585212518,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kale 2018,120.93005454545455
Al-7075-T6,flywheel,0.038580246913580245,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kale 2018,58.903200000000005
Al-7075-T6,pressure_tank,0.046296296296296294,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kale 2018,49.086
Al-7075-T6,smes,0.030864197530864196,26.9815384,2.2725,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kale 2018,73.629
Carbon-Steel-1020,flywheel,0.012684240362811792,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,118.97309497206702
Carbon-Steel-1020,pressure_tank,0.01522108843537415,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,99.14424581005585
Carbon-Steel-1020,smes,0.010147392290249434,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,148.71636871508377
E-Glass Epoxy,flywheel,0.09226923214158281,,24.815,Kale 2018,Kale 2018,268.94122151057405
E-Glass Epoxy,pressure_tank,0.11072307856989937,,24.815,Kale 2018,Kale 2018,224.11768459214505
E-Glass Epoxy,smes,0.07381538571326625,,24.815,Kale 2018,Kale 2018,336.17652688821755
IM7-8551–7,flywheel,0.30516141936091107,,31.38,Kale 2018,Kale 2018,102.83082332530121
IM7-8551–7,pressure_tank,0.36619370323309325,,31.38,Kale 2018,Kale 2018,85.69235277108436
IM7-8551–7,smes,0.24412913548872883,,31.38,Kale 2018,Kale 2018,128.53852915662654
IM7–8552,flywheel,0.32156684392200763,,31.38,Kale 2018,Kale 2018,97.5846875793291
IM7–8552,pressure_tank,0.38588021270640915,,31.38,Kale 2018,Kale 2018,81.32057298277425
IM7–8552,smes,0.2572534751376061,,31.38,Kale 2018,Kale 2018,121.98085947416138
Kevlar-49 Epoxy,flywheel,0.13823659280667952,,27.1,Kale 2018,Kale 2018,196.0407114337568
Kevlar-49 Epoxy,pressure_tank,0.16588391136801542,,27.1,Kale 2018,Kale 2018,163.3672595281307
Kevlar-49 Epoxy,smes,0.11058927424534361,,27.1,Kale 2018,Kale 2018,245.05088929219602
S-2 Glass Epoxy,flywheel,0.17213023359536153,,24.815,Kale 2018,Kale 2018,144.16409878542513
S-2 Glass Epoxy,pressure_tank,0.20655628031443382,,24.815,Kale 2018,Kale 2018,120.13674898785428
S-2 Glass Epoxy,smes,0.13770418687628921,,24.815,Kale 2018,Kale 2018,180.2051234817814
Stainless-Steel-15-7,flywheel,0.022484185619778843,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,67.11754469798656
Stainless-Steel-15-7,pressure_tank,0.026981022743734612,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,55.93128724832213
Stainless-Steel-15-7,smes,0.017987348495823074,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,83.8969308724832
Stainless-Steel-440C,flywheel,0.036676286676286675,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,41.14602295081967
Stainless-Steel-440C,pressure_tank,0.04401154401154401,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,34.28835245901639
Stainless-Steel-440C,smes,0.029341029341029338,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,51.43252868852459
Stainless-Steel-455,flywheel,0.04441700076365025,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,33.97535419744794
Stainless-Steel-455,pressure_tank,0.0533004009163803,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,28.312795164539953
Stainless-Steel-455,smes,0.0355336006109202,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,42.46919274680993
Steel-18Ni-300,flywheel,0.021823751612308828,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,69.14866701846964
Steel-18Ni-300,pressure_tank,0.02618850193477059,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,57.62388918205804
Steel-18Ni-300,smes,0.01745900128984706,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,86.43583377308705
Steel-4340,flywheel,0.013859400802075962,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,108.88517872340424
Steel-4340,pressure_tank,0.016631280962491155,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,90.73764893617019
Steel-4340,smes,0.01108752064166077,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,136.1064734042553
T300-BSL914C,flywheel,0.17817689402038345,,31.38,Kale 2018,Kale 2018,176.117112
T300-BSL914C,pressure_tank,0.21381227282446014,,31.38,Kale 2018,Kale 2018,146.76425999999998
T300-BSL914C,smes,0.14254151521630676,,31.38,Kale 2018,Kale 2018,220.14638999999997
T300-PR319,flywheel,0.17249964433063025,,31.38,Kale 2018,Kale 2018,181.91341855670103
T300-PR319,pressure_tank,0.2069995731967563,,31.38,Kale 2018,Kale 2018,151.59451546391753
T300-PR319,smes,0.1379997154645042,,31.38,Kale 2018,Kale 2018,227.39177319587625
2D TiS2 nanocrystals,pseudocapacitor,0.07899999999999999,111.987,80.0,Li 2017,Choi 2015,1012.6582278481014
3D Co3O4 nanonetworks,pseudocapacitor,0.24921875,240.795582,17.18,"Alibaba (Bulk), ISE",Choi 2015,68.93542319749217
Au-MnO2 core-shell,pseudocapacitor,0.2911111111111111,283.902613,33467.82252306667,"0 : USGS, 1 : Alibaba (Bulk), Alibaba (Manual Search), ISE, Li 2017",Choi 2015,114965.80256015269
CNT,EDLC,0.03960833333333333,72.066,100.0,Alibaba (Manual Entry),Choi 2015,2524.721228697665
Carbon based,EDLC,0.044326910586886946,72.066,1.8,"Alibaba (Bulk), Li 2017, Liu 2016, Steinmann 2022, USGS",Choi 2015,40.60738671312877
