SM_name,SM_type,specific_energy,mu_total,specific_price,price_sources,SM_sources,C_kwh
Ca/Zn,liquid_metal_battery,0.0775135467305573,105.458,3.1814053956822534,"0 : ISE, Kim 2013, SMM, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Kim 2013,41.043217990541045
Ce4/Zn,hybrid_flow,0.26745640591621966,237.494,2.1890599738008496,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Bulk), USGS",Diez 2020,8.184735625612833
Cu/Cu,hybrid_flow,0.2530581520997912,63.546,6.65,"Alibaba (Bulk), Alok 2021, SMM, USGS",Li 2017,26.27854485153133
DBEAQ/K4[Fe(CN)6],flow_battery,0.038200580300182536,736.6762,4.143727871892699,"0 : Alibaba (Manual Entry), Li 2017, 1 : Alibaba (Manual Entry), Li 2017",Diez 2020,108.4729037970373
DHPS/K4[Fe(CN)6],flow_battery,0.050934107066910046,736.6762,4.143727871892699,"0 : Alibaba (Manual Entry), Li 2017, 1 : Alibaba (Manual Entry), Li 2017",Diez 2020,81.35467784777798
DPPEAQ/K4[Fe(CN)6],flow_battery,0.036381505047792896,736.6762,4.143727871892699,"0 : Alibaba (Manual Entry), Li 2017, 1 : Alibaba (Manual Entry), Li 2017",Diez 2020,113.89654898688916
Fe-air,metal_air,0.614303478875061,55.845,0.180117668205045,"Alibaba (Bulk), Steinmann 2022, USGS",Weinrich 2019,0.2932063294430372
Fe/Fe,flow_battery,0.5759095114453695,55.845,0.180117668205045,"Alibaba (Bulk), Steinmann 2022, USGS",Li 2017,0.3127534180725731
FeCl3Zn,hybrid_flow,0.2134346128822381,192.125,1.9475475224525303,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Bulk), Li 2017",Diez 2020,9.124797033399094
I3/Zn,hybrid_flow,0.10663829357273122,319.18894,21.563378273375825,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : USGS",Diez 2020,202.210458841118
ICB,flow_battery,0.29326146421808463,107.8411,4.5703485493451455,"0 : Alibaba (Bulk), Alok 2021, ISE, USGS, 1 : Alibaba (Bulk), Steinmann 2022, USGS",Li 2017,15.584552036289343
K-O2,metal_air,1.700008553938264,39.0983,76.04546196638984,"Kim 2013, SMM",Weinrich 2019,44.7323996048266
K/Bi,liquid_metal_battery,0.07292418696163758,248.0787,22.074617530448364,"0 : Kim 2013, SMM, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,302.7063920789534
K/Hg,liquid_metal_battery,0.0441676138379864,239.6903,32.68089942201215,"0 : Kim 2013, SMM, 1 : Kim 2013, USGS",Kim 2013,739.9290245085623
K/In,liquid_metal_battery,0.02263685233828747,153.9163,181.4429462783809,"0 : Kim 2013, SMM, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,8015.378797673753
K/Pb,liquid_metal_battery,0.03590953869082058,246.29829999999998,13.937888484218114,"0 : Kim 2013, SMM, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Kim 2013,388.13888989838244
K/Sb,liquid_metal_battery,0.1291265442248792,160.8583,23.82605306182565,"0 : Kim 2013, SMM, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,184.51708132397314
K/Te,liquid_metal_battery,0.28698840460080677,166.6983,63.15102364931437,"0 : Kim 2013, SMM, 1 : ISE, Kim 2013, USGS",Kim 2013,220.04730029826732
K/Tl,liquid_metal_battery,0.028069664387613463,243.4783,5862.148351422969,"0 : Kim 2013, SMM, 1 : Kim 2013, USGS",Kim 2013,208842.83725208376
K3[Fe(CN)6]/Zn,hybrid_flow,0.09948727125802202,433.7262,3.0893972093866107,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Manual Entry), Li 2017",Diez 2020,31.053190728029957
LTO/LMO,solid_electrode,0.11308689749806893,639.895086,11.00657138136782,"0 : Li 2017, 1 : ISE, Li 2017",Li 2017,97.3284405609922
Li-O2,metal_air,11.431139929554913,6.94,81.06620208933717,"ISE, Kim 2013, Li 2017, SMM",Weinrich 2019,7.091698867209439
Li/Al,liquid_metal_battery,0.23702983549433196,33.9215384,18.392885993460716,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kim 2013,77.59734530930196
Li/Bi,liquid_metal_battery,0.10116289125272294,215.9204,14.197795006170523,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,140.34588009848295
Li/Cd,liquid_metal_battery,0.1044174961319548,119.354,7.627846399785511,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), ISE, Kim 2013, SMM, USGS",Kim 2013,73.05142033042073
Li/Ga,liquid_metal_battery,0.2027680309348128,76.663,222.60769044520075,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : ISE, Kim 2013, USGS",Kim 2013,1097.8441197999607
Li/In,liquid_metal_battery,0.11556307730635085,121.758,209.56633740014342,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,1813.4368025229678
Li/LCO,solid_electrode,1.2018423125470528,104.811194,32.40083791813306,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), ISE, Li 2017",Li 2017,26.959308704539012
Li/MoS2,solid_electrode,0.40119437292510757,167.01,30.38244651517873,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : ISE, Li 2017",Li 2017,75.72999165880708
Li/Pb,liquid_metal_battery,0.0688370406691365,214.14,4.773649930662176,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Kim 2013,69.34711144261131
Li/Pb2Sb,liquid_metal_battery,0.10300690455468524,239.375,3.4052108227076365,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 2 : Alibaba (Bulk), ISE, Kim 2013, USGS",Li 2017,33.05808321712888
Li/S,solid_electrode,1.718037749287749,39.0,14.65950032051282,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), Li 2017, Steinmann 2022, USGS",Li 2017,8.532699777167435
Li/Sb,liquid_metal_battery,0.19158723992057325,128.70000000000002,11.048714437720042,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,57.669364840270845
Li/Sn,liquid_metal_battery,0.13544673254631473,125.64999999999999,29.945081118185442,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Kim 2013, SMM, USGS",Kim 2013,221.08382059305865
Li/Te,liquid_metal_battery,0.34462912723188477,134.54,60.32792806971904,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : ISE, Kim 2013, USGS",Kim 2013,175.05173910946655
Li/TiS2,solid_electrode,0.5634000035502638,118.92699999999999,80.06221835663897,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Li 2017",Li 2017,142.1054629963207
Li/Zn,liquid_metal_battery,0.0704129409414946,72.32,10.32723661390845,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Kim 2013,146.66674159355517
Li/air,metal_air,11.238046349663785,6.94,81.06620208933717,"ISE, Kim 2013, Li 2017, SMM",Li 2017,7.213549363209601
Mg-Air,metal_air,3.054509245925621,24.305,2.408,"Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS",Weinrich 2019,0.7883426783572538
Mg-O2,metal_air,3.252997211364831,24.305,2.408,"Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS",Weinrich 2019,0.7402404132371503
Mg/Al,liquid_metal_battery,0.07054848334236573,51.2865384,2.336714267578644,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Kim 2013,33.12210492518699
Mg/Bi,liquid_metal_battery,0.03733817628059402,233.2854,10.980200965642691,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,294.0743780073022
Mg/Cd,liquid_metal_battery,0.029404898611994915,136.719,2.9720885663294787,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, SMM, USGS",Kim 2013,101.07460683836867
Mg/Ga,liquid_metal_battery,0.055582069525389605,94.02799999999999,176.1358358159317,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : ISE, Kim 2013, USGS",Kim 2013,3168.932666954291
Mg/In,liquid_metal_battery,0.03371292349615487,139.123,179.78555024450785,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,5332.837725123817
Mg/Pb,liquid_metal_battery,0.019680940416453675,231.505,2.23820821862162,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Kim 2013,113.72465803262286
Mg/Sb,liquid_metal_battery,0.08257025981583542,146.065,6.284164896686882,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,76.10688050035296
Mg/Sn,liquid_metal_battery,0.05059871342166906,143.015,22.784508198440726,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Kim 2013, SMM, USGS",Kim 2013,450.2981727729699
Mg/Ti2S4,solid_electrode,0.505874671616096,90.0665,74.76533017270573,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Li 2017",Li 2017,147.7941758456816
Mg/Tl,liquid_metal_battery,0.02050962264930168,228.685,6228.616625955646,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Kim 2013, USGS",Kim 2013,303692.4048998883
Mg/Zn,liquid_metal_battery,0.04333167629914577,89.685,2.7071723188700343,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Kim 2013,62.4755963785182
NTP/NMO,solid_electrode,0.06958833121337907,500.6845968,9.030811591566021,"0 : Li 2017, 1 : Li 2017",Li 2017,129.77479749981066
Na-O2,metal_air,2.7163054703254943,22.9897693,2.4896818625228065,"Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022",Weinrich 2019,0.9165691744619829
Na/Bi,liquid_metal_battery,0.06990054077517016,231.9701693,11.036899070798476,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,157.89433026416538
Na/Cd,liquid_metal_battery,0.02375241607595828,135.4037693,2.991436283079851,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba (Bulk), ISE, Kim 2013, SMM, USGS",Kim 2013,125.94239986001773
Na/Ga,liquid_metal_battery,0.030353379093092554,92.71276929999999,178.6206071373409,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : ISE, Kim 2013, USGS",Kim 2013,5884.702542986035
Na/Hg,liquid_metal_battery,0.04794914893606916,223.58176930000002,21.993222113665478,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Kim 2013, USGS",Kim 2013,458.6780495935215
Na/In,liquid_metal_battery,0.03500709738286142,137.8077693,181.4920595940338,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,5184.436104745082
Na/NiCl2,liquid_metal_battery,0.26526544146840714,260.6731693,4.869786004668773,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Li 2017",Li 2017,18.35816221559626
Na/P2-NMO,solid_electrode,1.6321148748736873,22.9897693,,,Li 2017,
Na/Pb,liquid_metal_battery,0.039004623468197615,230.1897693,2.2453959047509757,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Kim 2013,57.56742932236629
Na/S,liquid_metal_battery,0.9737148485702696,55.0497693,1.2054234285373044,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba (Bulk), Li 2017, Steinmann 2022, USGS",Li 2017,1.237963486237535
Na/Sb,liquid_metal_battery,0.13609017084169772,144.7497693,6.332357707490751,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Alibaba (Bulk), ISE, Kim 2013, USGS",Kim 2013,46.530602969531515
Na/Sn,liquid_metal_battery,0.06336259629872085,141.69976929999999,22.986891423610768,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Kim 2013, SMM, USGS",Kim 2013,362.7832943467126
Na/Te,liquid_metal_battery,0.28387197534393044,150.5897693,50.5423259961777,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : ISE, Kim 2013, USGS",Kim 2013,178.0461982375759
Na/Tl,liquid_metal_battery,0.031237081681621582,227.3697693,6264.640669969297,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, Steinmann 2022, 1 : Kim 2013, USGS",Kim 2013,200551.40662052034
Ni/Zn,hybrid_flow,0.2932960044745993,158.0874,5.270616819669747,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Bulk), Alibaba (Manual Search), Li 2017",Diez 2020,17.970298740043713
NiAl Molten Salt,solid_electrode,0.2846720913299062,85.6749384,5.737446804232494,"0 : Alibaba (Bulk), Alok 2021, SMM, USGS, 1 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, Steinmann 2022, USGS",Li 2022 PNNL,20.154581284834745
NiCd,solid_electrode,0.12556166673954278,256.1424,6.818152031838539,"0 : Alibaba (Bulk), Alibaba (Manual Entry), Li 2017, 1 : Alibaba (Bulk), Alibaba (Manual Search), Li 2017",Li 2017,54.3012227289216
NiMH,solid_electrode,0.061250999141648034,525.07987,9.511496076777805,"0 : Li 2017, 1 : Alibaba (Bulk), Alibaba (Manual Search), Li 2017",Li 2017,155.28719874073693
PSB,flow_battery,0.2165142325858287,191.868,2.0814946004544796,"0 : Alibaba (Bulk), Li 2017, Steinmann 2022, USGS, 1 : USGS",Li 2017,9.613661769922453
Pb acid,solid_electrode,0.2716356981981982,207.2,2.2182912821042384,"Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Li 2017,8.16642030785537
"S/Air(Li, Acid)",flow_battery,0.9277403846153846,39.0,14.65950032051282,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), Li 2017, Steinmann 2022, USGS",Li 2017,15.801295883643398
"S/Air(Li, Base)",flow_battery,0.4466898148148148,39.0,14.65950032051282,"0 : ISE, Kim 2013, Li 2017, SMM, 1 : Alibaba (Bulk), Li 2017, Steinmann 2022, USGS",Li 2017,32.818076066028596
