SM_name,SM_type,specific_energy,mu_total,specific_price,price_sources,SM_sources,C_kwh
LiNaKCO3,sensible_thermal,0.2236111111111,318.0801386,0.9184919121073029,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, ISE, Liu 2016, SMM, USGS, 1 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016, USGS, 2 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016",Caraballo 2021,4.107541470293732
LiNaKCaNO3,sensible_thermal,0.21083333333329998,,,missing,Caraballo 2021,
LiNaKF,sensible_thermal,0.13581158333329998,126.02327880000001,29.937571752665857,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, 1 : Alok 2021, Alva 2018, 2 : Alok 2021, Alva 2018",Caraballo 2021,220.43459782951658
LiNaKNO3,sensible_thermal,0.2194444444444,,,missing,Caraballo 2021,
LiNaKNO3NO2,sensible_thermal,0.15769041666665,,,missing,Caraballo 2021,
Marble,sensible_thermal,0.11805555555555,162.0430768,0.0816337094691429,"Alibaba (Bulk), USGS",Alva 2018,0.6914855390327724
NaBF,sensible_thermal,0.20916666666665,,,missing,Caraballo 2021,
NaKMgCl,sensible_thermal,0.14219444444440002,228.1930693,5.668392721828404,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017, USGS, 1 : Alok 2021, Alva 2018, USGS, 2 : Alok 2021, Alva 2018",Caraballo 2021,39.86367219884475
NaKZnCl,sensible_thermal,0.12658018055555,269.2680693,2.6475982885396476,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017, USGS, 1 : Alok 2021, Alva 2018, USGS, 2 : Alibaba (Bulk), Alva 2018",Caraballo 2021,20.916373139298397
NaMgCaCl,sensible_thermal,0.15516666666665002,264.6227693,3.908412701148592,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017, USGS, 1 : Alok 2021, Alva 2018, 2 : Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017",Caraballo 2021,25.188481425235302
Quartzite,sensible_thermal,0.11805555555555,162.0430768,0.0816337094691429,"Alibaba (Bulk), USGS",Alva 2018,0.6914855390327724
Sodium (Na),sensible_thermal,0.18055555555555,22.9897693,2.5,"Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM",Alva 2018,13.846153846154271
Sodium(22.2%)epotassium (77.8%) eutectic (NaK),sensible_thermal,0.12361111111110001,62.0880693,24.40664320069701,"0 : Alibaba (Bulk), Alva 2018, Kim 2013, Li 2017, SMM, 1 : Kim 2013, SMM",Alva 2018,197.4470011741958
Solar Salt,sensible_thermal,0.20044055555555,186.0960693,0.745,"Liu 2016, Olympios 2021",Caraballo 2021,3.716812687607679
"Solar Salt, NaNO3e KNO3 (50-50)",sensible_thermal,0.2083333333333,186.0960693,0.745,"Liu 2016, Olympios 2021",Alva 2018,3.576000000000572
Vegetable oil,sensible_thermal,0.34847222222220003,933.45,0.835,Alva 2018,Alva 2018,2.3961737744122686
Al,latent_thermal,0.1102777777777777,26.9815384,2.3315963855664066,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, USGS",Alok 2021,21.14293951647121
Al/Mg/Zn (59/33/6),latent_thermal,0.0861111111111111,116.6665384,0.5902627857206664,"0 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 2 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,6.85466460836903
Al/Mg/Zn (60/34/6),latent_thermal,0.0914166666666666,116.6665384,0.5888663840852268,"0 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 2 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,6.44156482135162
B,latent_thermal,1.2777777777777777,10.81,11.46373816318824,"Alok 2021, USGS",Alok 2021,8.971621171190797
CaCO3,latent_thermal,0.0394444444444444,100.086,1.1525,"Alibaba (Bulk), Alva 2018, Chem Central, Echemi","Alok 2021, Alva 2018",29.218309859154964
CaCl2,latent_thermal,0.0702777777777777,110.978,0.1796428571428571,"Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017","Alok 2021, Alva 2018",2.5561829474872977
CaCl2/CaSO4/CaMoO4,latent_thermal,0.0622222222222222,,,missing,Alok 2021,
CaF2,latent_thermal,0.1072222222222221,78.0748063,0.3115714285714285,"Alibaba (Bulk), Alok 2021, Alva 2018, USGS","Alok 2021, Alva 2018",2.9058475203552954
CaSO4,latent_thermal,0.0563888888888888,136.134,0.4785,"Alibaba (Bulk), Alva 2018, USGS",Alva 2018,8.485714285714298
Cr,latent_thermal,0.1111111111111111,51.9961,9.28555687376311,"Alibaba (Bulk), Alok 2021, ISE, USGS",Alok 2021,83.57001186386799
Cu,latent_thermal,0.0536111111111111,63.546,6.65,"Alibaba (Bulk), Alok 2021, SMM, USGS",Alok 2021,124.0414507772021
Cu/P/Si (83/10/7),latent_thermal,0.0255555555555555,,,missing,Alva 2018,
Cu/Si (80/20),latent_thermal,0.0547222222222222,91.631,3.772169571433249,"0 : Alibaba (Bulk), Alok 2021, SMM, USGS, 1 : Alibaba (Bulk), Alok 2021, ISE, USGS",Alva 2018,68.93304800588682
K2CO3,latent_thermal,0.0608333333333333,138.2046,1.1,"Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016","Alok 2021, Alva 2018",18.08219178082193
K2CO3/Na2CO3,latent_thermal,0.0452777777777777,244.1921386,0.35925783191668936,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016, 1 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016, USGS",Alok 2021,7.934528803067999
K2SO4,latent_thermal,0.0588888888888888,174.2526,4.3853333333333335,"Alibaba (Bulk), Alva 2018",Alva 2018,74.46792452830199
KCl,latent_thermal,0.0980555555555555,74.5483,0.5136770708907648,"Alok 2021, Alva 2018, USGS","Alok 2021, Alva 2018",5.238633017582873
KCl/KF,latent_thermal,0.1130555555555555,132.6450032,25.218866213776455,"0 : Alok 2021, Alva 2018, USGS, 1 : Alok 2021, Alva 2018",Alok 2021,223.0661385002341
KCl/KF/K2CO3,latent_thermal,0.0786111111111111,270.8496032,5.402423458148727,"0 : Alok 2021, Alva 2018, USGS, 1 : Alok 2021, Alva 2018, 2 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016",Alok 2021,68.72340794818169
KCl/NaF/K2CO3,latent_thermal,0.0761111111111111,254.7410724,0.5306080589615829,"0 : Alok 2021, Alva 2018, USGS, 1 : Alok 2021, Alva 2018, 2 : Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016",Alok 2021,6.971492745480653
KF,latent_thermal,0.1354166666666666,58.0967032,104.15,"Alok 2021, Alva 2018","Alok 2021, Alva 2018",769.1076923076927
KF/KCl,latent_thermal,0.1130555555555555,132.6450032,25.218866213776455,"0 : Alok 2021, Alva 2018, 1 : Alok 2021, Alva 2018, USGS",Alok 2021,223.0661385002341
KNO3,latent_thermal,0.0738888888888888,101.1023,3.840833333333333,"Alibaba (Bulk), Alva 2018",Alva 2018,51.98120300751886
KOH,latent_thermal,0.0416666666666666,56.1053,2.91,"Alva 2018, Li 2017",Alva 2018,69.84000000000012
Li2CO3,latent_thermal,0.1413888888888889,73.888,9.7765,"Alibaba (Bulk), Alok 2021, Alva 2018, ISE, Liu 2016, SMM, USGS","Alok 2021, Alva 2018",69.14616895874263
Li2SO4,latent_thermal,0.0233333333333333,109.936,0.85,"Alibaba (Bulk), Alva 2018, Li 2017",Alva 2018,36.42857142857148
LiCl,latent_thermal,0.1190277777777777,42.39,22.5,"Alibaba (Bulk), Alok 2021, Alva 2018","Alok 2021, Alva 2018",189.03150525087526
LiF,latent_thermal,0.2895833333333333,25.9384032,23.0,"Alibaba (Bulk), Alok 2021, Alva 2018","Alok 2021, Alva 2018",79.42446043165468
LiF/MgF2,latent_thermal,0.2630555555555555,88.2402095,4.732509637805539,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, 1 : Alok 2021",Alok 2021,17.990532942027397
LiF/NaF,latent_thermal,0.2266666666666666,67.9265756,6.408275021607301,"0 : Alibaba (Bulk), Alok 2021, Alva 2018, 1 : Alok 2021, Alva 2018",Alok 2021,28.27180156591457
LiF/NaF2/MgF2,latent_thermal,0.2388888888888889,,,missing,Alok 2021,
LiOH,latent_thermal,0.2425,23.947,90.3915,"Alibaba (Bulk), Alva 2018",Alva 2018,372.7484536082474
Mg,latent_thermal,0.1077777777777777,24.305,2.408,"Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS",Alok 2021,22.34226804123713
Mg/Ca (84/16),latent_thermal,0.0755555555555555,64.38300000000001,1.139436561328301,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : ISE, Kim 2013, SMM",Alva 2018,15.080778017580466
Mg/Cu/Zn (60/25/15),latent_thermal,0.0705555555555555,153.231,1.099001086024883,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Alok 2021, SMM, USGS, 2 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,15.576393345234573
Mg/Si/Zn (47/38/15),latent_thermal,0.0872222222222222,117.77,0.5906001376639114,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Alok 2021, ISE, USGS, 2 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,6.771211769395165
Mg2CO3,latent_thermal,0.1938888888888889,,,,Alok 2021,
MgCl2,latent_thermal,0.1258333333333333,95.205,27.671,"Alok 2021, Alva 2018","Alok 2021, Alva 2018",219.90198675496694
MgF2,latent_thermal,0.2605555555555555,62.3018063,0.87,Alok 2021,Alok 2021,3.3390191897654593
MgSO4,latent_thermal,0.0338888888888888,120.361,6.906071428571428,"Alibaba (Bulk), Alva 2018",Alva 2018,203.7857142857148
Na2CO3,latent_thermal,0.0612499999999999,105.9875386,0.2210714285714285,"Alibaba (Bulk), Alok 2021, Alva 2018, Liu 2016, USGS","Alok 2021, Alva 2018",3.6093294460641445
Na2SO4,latent_thermal,0.0458333333333333,142.0355386,0.076,"Alibaba (Bulk), Alva 2018, Li 2017",Alva 2018,1.6581818181818193
NaCl,latent_thermal,0.1252777777777777,58.4397693,0.110869369341464,"Alibaba (Bulk), Alok 2021, Alva 2018, Li 2017, USGS","Alok 2021, Alva 2018",0.8849883140338595
NaCl/NaBr/Na2MoO4,latent_thermal,0.0466666666666666,,,missing,Alok 2021,
NaF,latent_thermal,0.2205555555555555,41.9881724,4.605,"Alok 2021, Alva 2018","Alok 2021, Alva 2018",20.87909319899245
NaF/CaF2/MgF2,latent_thermal,0.158611111111111,182.364785,0.755520632828951,"0 : Alok 2021, Alva 2018, 1 : Alibaba (Bulk), Alok 2021, Alva 2018, USGS, 2 : Alok 2021",Alok 2021,4.763352501198293
NaF/MgF2,latent_thermal,0.1741666666666666,104.2899787,1.5204461183455016,"0 : Alok 2021, Alva 2018, 1 : Alok 2021",Alok 2021,8.729834172318672
NaF/MgF2/KF,latent_thermal,0.1805555555555555,162.3866819,6.790652442774495,"0 : Alok 2021, Alva 2018, 1 : Alok 2021, 2 : Alok 2021, Alva 2018",Alok 2021,37.609767375366445
NaNO3,latent_thermal,0.0477777777777777,84.9937693,3.1933333333333334,"Alibaba (Bulk), Alva 2018",Alva 2018,66.83720930232569
NaOH,latent_thermal,0.0458333333333333,39.9967693,2.22,"Alva 2018, Li 2017",Alva 2018,48.43636363636367
Ni,latent_thermal,0.0833333333333333,58.6934,7.330293619246726,"Alibaba (Bulk), Alok 2021, SMM, USGS",Alok 2021,87.96352343096075
Si,latent_thermal,0.4972222222222222,28.085,1.35,"Alibaba (Bulk), Alok 2021, ISE, USGS",Alok 2021,2.715083798882682
Si/Mg (56/44),latent_thermal,0.2102777777777777,52.39,0.8968103378507349,"0 : Alibaba (Bulk), Alok 2021, ISE, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS",Alva 2018,4.264884037335069
Si/Mg/Ca (49/30/21),latent_thermal,0.0847222222222222,92.468,0.7342671093567504,"0 : Alibaba (Bulk), Alok 2021, ISE, USGS, 1 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 2 : ISE, Kim 2013, SMM",Alva 2018,8.66675932355509
V,latent_thermal,0.125,50.9415,299.32,"Alok 2021, SMM",Alok 2021,2394.56
Zn,latent_thermal,0.0405555555555555,65.38,2.818389559771475,"Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alok 2021,69.49453709025565
Zn/Al (96/4),latent_thermal,0.0383333333333333,92.3615384,1.9424975205649357,"0 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS, 1 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, USGS",Alva 2018,50.67384836256358
Zn/Mg (52/48),latent_thermal,0.05,89.685,1.3255458250607386,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,26.51091650121477
Zn/Mg (53.7/46.3),latent_thermal,0.0513888888888888,89.685,1.3017115408426017,"0 : Alibaba (Bulk), ISE, Kim 2013, Li 2017, USGS, 1 : Alibaba (Bulk), Kim 2013, Li 2017, SMM, USGS",Alva 2018,25.330602956937156
ZnCl2,latent_thermal,0.0208333333333333,136.28,7.5226225,"Alibaba (Bulk), Alva 2018",Alva 2018,361.08588000000054
AS4-3501–6,virial,0.2994273343110552,,31.38,Kale 2018,Kale 2018,104.80005131195335
AS4–8552,virial,0.3291235115902206,,31.38,Kale 2018,Kale 2018,95.34414557131387
Al-2024,virial,0.04189731247492981,26.9815384,2.3315963855664066,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, USGS",Kale 2018,55.6502612658406
Al-6061-T6,virial,0.028187781877818778,26.9815384,2.3315963855664066,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, USGS",Kale 2018,82.71656122758496
Al-7075-T6,virial,0.046296296296296294,26.9815384,2.3315963855664066,"Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, USGS",Kale 2018,50.36248192823439
Carbon-Steel-1020,virial,0.01522108843537415,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,99.14424581005585
E-Glass Epoxy,virial,0.11072307856989937,,24.815,Kale 2018,Kale 2018,224.11768459214505
IM7-8551–7,virial,0.36619370323309325,,31.38,Kale 2018,Kale 2018,85.69235277108436
IM7–8552,virial,0.38588021270640915,,31.38,Kale 2018,Kale 2018,81.32057298277425
Kevlar-49 Epoxy,virial,0.16588391136801542,,27.1,Kale 2018,Kale 2018,163.3672595281307
S-2 Glass Epoxy,virial,0.20655628031443382,,24.815,Kale 2018,Kale 2018,120.13674898785428
Stainless-Steel-15-7,virial,0.026981022743734612,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,55.93128724832213
Stainless-Steel-440C,virial,0.04401154401154401,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,34.28835245901639
Stainless-Steel-455,virial,0.0533004009163803,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,28.312795164539953
Steel-18Ni-300,virial,0.02618850193477059,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,57.62388918205804
Steel-4340,virial,0.016631280962491155,55.845,1.509083333333333,"Alibaba (Bulk), Kale 2018",Kale 2018,90.73764893617019
T300-BSL914C,virial,0.21381227282446014,,31.38,Kale 2018,Kale 2018,146.76425999999998
T300-PR319,virial,0.2069995731967563,,31.38,Kale 2018,Kale 2018,151.59451546391753
2D TiS2 nanocrystals,pseudocapacitor,0.07899999999999999,111.987,80.0,Li 2017,Choi 2015,1012.6582278481014
3D Co3O4 nanonetworks,pseudocapacitor,0.24921875,240.795582,17.18,"Alibaba (Bulk), ISE",Choi 2015,68.93542319749217
3D porous graphene-like carbon,ELDC,0.1449652777777778,72.066,90.0,Graphene Lab,Choi 2015,620.8383233532934
Au-MnO2 core-shell,pseudocapacitor,0.2911111111111111,283.902613,16733.911261533336,"0 : USGS, 1 : Alibaba (Bulk), Alibaba (Manual), ISE, Li 2017",Choi 2015,57482.901280076345
Carbon nanosheets,ELDC,0.33772569444444445,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,5.036126049527904
Carbonization of carbon hydrates,ELDC,0.012444444444444447,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,136.67377237927775
Carbonized hollow nanocarbon,ELDC,0.019293750000000002,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,88.15441100805016
Co3O4 nanostructures,pseudocapacitor,0.02782222222222223,240.795582,17.18,"Alibaba (Bulk), ISE",Choi 2015,617.4920127795525
CoAl/PEDOT nanoarrays,pseudocapacitor,0.0274,226.0707324,244888.16491586916,"0 : Alibaba (Bulk), ISE, USGS, 1 : Alibaba (Bulk), Alok 2021, Kale 2018, Kim 2013, SMM, USGS, 2 : Sigma Aldrich",Choi 2015,8937524.267002523
CoCl2 nanostructures,pseudocapacitor,0.05518125,129.833194,10.494,"Alibaba (Bulk), ISE",Choi 2015,190.17329255861364
CoO/PPy nanowires,pseudocapacitor,0.5102222222222224,143.031194,3426.7682101933656,"0 : ISE, 1 : Sigma Aldrich",Choi 2015,6716.226892800584
CuO nanowires,pseudocapacitor,0.00309375,79.545,17.8,Alibaba (Manual),Choi 2015,5753.535353535353
GO-activate carbon,ELDC,0.20842013888888888,102.092,400.0,Alibaba (Manual),Choi 2015,1919.2003331945023
Graphene-coated CNTs,ELDC,0.11875,144.132,47.5,"0 : Graphene Lab, 1 : Alibaba (Manual)",Choi 2015,400.0
Graphene/CNF,ELDC,0.054375,144.132,22.925207291846643,"0 : Graphene Lab, 1 : Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,421.61300766614517
Graphene/CNT,ELDC,0.44222222222222224,144.132,47.5,"0 : Graphene Lab, 1 : Alibaba (Manual)",Choi 2015,107.41206030150754
Graphene/CNT composite fibers,ELDC,0.0018222222222222227,144.132,47.5,"0 : Graphene Lab, 1 : Alibaba (Manual)",Choi 2015,26067.0731707317
Graphene/carbon,ELDC,0.2977430555555556,144.132,22.925207291846643,"0 : Graphene Lab, 1 : Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,76.99661457786394
Halogen-containing nanoporous carbon,ELDC,0.029375,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,57.90056740039381
Hollow NiCo2S4 nanoplates,pseudocapacitor,0.011597222222222222,,,,Choi 2015,
Mesoporous carbon nanosheets,ELDC,0.11643750000000001,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,14.607228490705896
Mesoporous graphene nanoballs,ELDC,0.018311111111111115,72.066,90.0,Graphene Lab,Choi 2015,4915.04854368932
N-doped 3D nanoporous carbon,ELDC,0.03680555555555556,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,46.21120756672939
N-doped carbon nanosheets,ELDC,0.022916666666666665,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,74.21800003141388
N-doped carbon nanospheres,ELDC,0.017777777777777778,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,95.67164066549445
N-doped nanoporous carbon,ELDC,0.022916666666666665,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,74.21800003141388
Nanofibers/mesoporous carbon,ELDC,0.007600000000000002,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,223.79331149823258
Nanoporous Ni(OH)2 films,pseudocapacitor,0.0376888888888889,92.7074,7.0,"Alibaba (Bulk), Alibaba (Manual), Li 2017",Choi 2015,185.73113207547166
Nanoporous carbon,ELDC,0.21947916666666667,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,7.749387758382085
Nanoporous carbon foams,ELDC,0.04235000000000001,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,40.16125542825425
Ni2(CO3)(OH)2 nanosheets,pseudocapacitor,0.01988888888888889,,,,Choi 2015,
NiCo2(OH)6 nanotubes,pseudocapacitor,0.00640625,,,,Choi 2015,
NiCo2O4 nanosheets,pseudocapacitor,0.058784722222222224,,,,Choi 2015,
NiO nanoblocks,pseudocapacitor,0.0504,,,,Choi 2015,
Oxygen-rich nanoporous carbon,ELDC,0.035208333333333335,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,48.30757398494394
PANI nanofibers,pseudocapacitor,0.009422222222222224,108.144,18000.0,Sigma Aldrich,Choi 2015,1910377.3584905656
PANI nanotubes,pseudocapacitor,0.023836805555555556,108.144,18000.0,Sigma Aldrich,Choi 2015,755134.7414420976
PPy nanofibrils,pseudocapacitor,0.019055555555555555,68.099,14360.0,Sigma Aldrich,Choi 2015,753586.0058309038
PPy-PANI double-wall,pseudocapacitor,0.026475000000000002,176.243,8296.765375078727,"0 : Sigma Aldrich, 1 : Sigma Aldrich",Choi 2015,313381.1284260142
PPy-clay core-shell nanoarrays,pseudocapacitor,0.40919999999999995,68.099,14360.0,Sigma Aldrich,Choi 2015,35092.86412512219
PPy-sepiolite nanocomposites,pseudocapacitor,0.022916666666666665,369.018,1355.952002476844,"0 : Sigma Aldrich, 1 : Sigma Aldrich",Choi 2015,59168.81465353502
Polythiophene nanostructures,pseudocapacitor,0.3611111111111111,,,,Choi 2015,
Porous CNTs,ELDC,0.03960833333333333,72.066,100.0,Alibaba (Manual),Choi 2015,2524.721228697665
Porous carbon nanowhiskers,ELDC,0.02326388888888889,72.066,1.700829167386568,"Alibaba (Bulk), Li 2017, Liu 2016, USGS",Choi 2015,73.11026868766143
Porous carbon/CNTs,ELDC,0.020362500000000002,144.132,25.425207291846643,"0 : Alibaba (Bulk), Li 2017, Liu 2016, USGS, 1 : Alibaba (Manual)",Choi 2015,1248.6289646087976
RGO/CNT,ELDC,0.03,174.15800000000002,137.93049989090363,"0 : Alibaba (Manual), 1 : Alibaba (Manual)",Choi 2015,4597.683329696788
V2O5-PPy nanofibers,pseudocapacitor,0.2288888888888889,249.97699999999998,1963.370110327163,"0 : ISE, SMM, 1 : Sigma Aldrich",Choi 2015,8577.830579099256
ZnCo2O4 nanorods/Ni foams,pseudocapacitor,0.16770833333333332,,,missing,Choi 2015,
α-F-2O3/MnO2 nanowires,pseudocapacitor,0.03295,246.623043,0.3148261782078793,"0 : Alibaba (Bulk), Olympios 2021, USGS, 1 : Alibaba (Bulk), Alibaba (Manual), ISE, Li 2017",Choi 2015,9.55466398202972
β-Co(OH)2 nanosheets,pseudocapacitor,0.06267361111111111,,,,Choi 2015,
Al2O3,dielectric_capacitor,0.0007779535864978904,101.9600768,0.7717111111111111,"Liu 2016, SMM, USGS",TODO,991.9757740112993
Block Stacking,gravitational,0.0002725,162.0430768,0.0816337094691429,"Alibaba (Bulk), USGS",,299.57324575832257
Pumped Hydro,gravitational,0.0008175,,0.261,Calculation/Black and Veatch,,319.26605504587155
